bitrh_dates	pups_born	pups_beforeW	weaned_f	weaned_m
13.08.2012	7	7	4	3
24.04.2012	7	6	4	2
23.03.2012	3	3	2	1
31.01.2012	4	4	3	1
27.08.2012	4	4	3	1
08.06.2012	8	9	2	7
24.04.2012	8	8	4	4
10.04.2012	16	8	6	2
13.03.2012	10	10	6	4
13.02.2012	8	8	3	5
31.01.2012	4	4	3	1
31.01.2012	4	4	3	1
16.01.2012	8	9	5	4
10.04.2012	7	6	4	2
22.02.2012	6	6	1	5
16.01.2012	8	7	2	5
07.08.2012	2	2	1	1
19.06.2012	6	6	2	4
09.05.2012	8	8	4	4
28.02.2012	6	7	0	7
31.01.2012	11	11	8	3
16.01.2012	7	9	3	6
10.04.2012	6	6	5	1
22.02.2012	5	5	2	3
16.01.2012	6	6	2	4
27.12.2011	14	13	8	5
15.11.2011	6	6	3	3
19.10.2011	4	4	3	1
22.02.2013	7	7	4	3
07.01.2013	6	6	3	3
23.11.2012	6	6	1	5
08.08.2013	8	8	7	1
13.06.2013	6	4	4	0
23.05.2013	4	4	1	3
21.03.2013	5	2	2	0
22.02.2013	6	8	3	5
07.01.2013	12	10	8	2
23.11.2012	4	7	4	3
21.03.2013	8	6	0	6
07.02.2013	6	4	3	1
17.01.2013	7	7	5	2
27.12.2012	5	5	3	2
29.11.2012	9	7	4	3
02.05.2013	4	2	2	0
13.03.2013	10	10	6	4
23.11.2012	6	6	4	2
13.06.2013	6	7	5	2
22.04.2013	7	5	0	5
13.03.2013	7	6	3	3
07.01.2013	5	5	3	2
23.11.2012	8	9	5	4
02.05.2013	9	6	4	2
17.01.2013	8	8	6	2
20.06.2013	4	3	2	1
10.05.2013	5	5	3	2
07.03.2013	6	6	3	3
07.02.2013	8	5	1	4
17.01.2013	6	7	4	3
07.12.2012	7	7	3	4
17.01.2013	4	4	0	4
17.10.2012	8	9	7	2
27.08.2012	7	7	4	3
20.07.2012	11	10	5	5
30.05.2012	6	11	4	7
30.05.2012	3	3	2	1
22.05.2012	4	4	3	1
10.04.2012	8	10	4	6
26.10.2012	4	4	4	0
11.09.2012	6	7	3	4
20.07.2012	8	7	3	4
30.05.2012	6	4	3	1
02.05.2012	5	7	2	5
16.04.2012	6	6	3	3
13.03.2012	7	7	4	3
05.10.2012	5	2	2	0
07.08.2012	9	9	3	6
02.07.2012	5	4	1	3
08.06.2012	7	6	0	6
24.04.2012	5	6	2	4
10.04.2012	6	7	4	3
13.03.2012	8	8	6	2
11.09.2012	3	3	1	2
07.08.2012	4	4	2	2
02.07.2012	3	3	1	2
15.06.2012	6	6	2	4
01.05.2012	5	5	4	1
13.03.2012	7	7	1	6
07.02.2012	3	3	0	3
14.05.2012	8	8	5	3
27.09.2012	6	4	2	2
27.08.2012	9	9	6	3
02.07.2012	6	11	5	6
30.05.2012	7	7	2	5
02.05.2012	4	3	2	1
10.04.2012	6	6	1	5
23.03.2012	4	4	2	2
11.09.2012	10	4	2	2
02.07.2012	8	6	4	2
24.04.2012	5	5	3	2
23.03.2012	8	8	4	4
05.03.2012	5	5	3	2
03.09.2012	3	3	3	0
05.10.2012	3	3	2	1
27.08.2012	7	7	5	2
19.07.2012	5	5	3	2
04.06.2012	9	9	4	5
07.12.2012	9	8	4	4
08.11.2012	4	4	2	2
16.10.2012	8	8	2	6
03.09.2012	6	5	0	5
30.07.2012	11	11	4	7
26.06.2012	8	11	6	5
30.05.2012	6	8	4	4
10.04.2012	12	12	6	6
11.09.2012	6	5	2	3
13.08.2012	6	6	3	3
16.07.2012	6	6	4	2
15.06.2012	7	9	6	3
01.05.2012	8	12	9	3
10.04.2012	12	9	4	5
07.12.2012	6	9	8	1
16.10.2012	12	7	1	6
03.09.2012	8	8	2	6
13.08.2012	7	7	2	5
30.07.2012	2	2	1	1
02.07.2012	8	9	6	3
04.06.2012	5	5	3	2
22.05.2012	4	4	3	1
10.04.2012	7	7	3	4
27.09.2012	8	7	5	2
06.08.2012	6	6	4	2
18.07.2012	5	10	7	3
08.06.2012	5	3	1	2
10.04.2012	10	10	6	4
04.06.2012	2	2	2	0
30.05.2014	11	11	6	5
02.05.2014	6	6	2	4
27.03.2014	9	9	5	4
13.02.2014	9	9	6	3
02.01.2014	6	8	2	6
19.06.2014	8	9	6	3
02.05.2014	18	10	6	4
06.03.2014	6	5	1	4
30.01.2014	9	8	5	3
02.01.2014	8	8	8	0
18.04.2014	6	6	3	3
20.03.2014	7	9	3	6
21.02.2014	5	5	3	2
02.01.2014	6	4	2	2
19.06.2014	6	9	2	7
18.04.2014	7	7	7	0
18.04.2014	8	8	0	8
02.05.2014	8	7	5	2
27.03.2014	9	7	7	0
30.05.2014	7	5	2	3
18.04.2014	4	4	4	0
14.03.2014	8	6	1	5
13.02.2014	10	10	6	4
02.01.2014	6	8	4	4
30.05.2014	5	5	3	2
24.04.2014	5	8	4	4
20.03.2014	10	10	5	5
07.02.2014	12	10	7	3
27.12.2013	8	7	3	4
06.12.2013	9	7	4	3
13.02.2014	5	5	5	0
24.01.2014	5	5	0	0
22.05.2014	12	7	4	3
18.04.2014	6	6	2	4
11.04.2014	10	10	6	4
14.03.2014	7	7	3	4
30.01.2014	6	7	4	3
28.11.2013	12	10	7	3
14.11.2013	9	8	2	6
22.05.2014	6	5	1	4
18.04.2014	8	10	7	3
21.02.2014	8	7	3	4
17.01.2014	7	7	3	4
27.12.2013	8	9	5	4
14.11.2013	13	5	3	2
30.05.2014	11	0	0	0
18.04.2014	13	10	5	5
13.02.2014	4	4	2	2
17.01.2014	7	4	3	1
19.12.2013	8	8	8	0
14.11.2013	10	7	3	4
18.04.2014	3	3	2	1
06.03.2014	7	8	6	2
08.08.2013	6	6	3	3
05.07.2013	12	12	7	5
16.04.2013	6	5	2	3
24.05.2013	1	1	1	0
12.12.2013	8	8	0	8
25.10.2013	6	6	0	0
03.10.2013	6	2	1	1
13.06.2013	8	8	8	0
10.05.2013	7	7	3	4
16.04.2013	6	3	0	3
19.12.2013	2	2	2	0
20.09.2013	5	4	3	1
02.08.2013	6	8	5	3
13.06.2013	8	5	0	5
12.07.2013	10	5	3	2
13.06.2013	8	8	3	5
16.04.2013	6	6	3	3
22.04.2013	7	7	3	4
07.06.2013	7	3	0	3
16.04.2013	6	6	3	3
13.06.2013	11	11	7	4
17.10.2013	4	4	0	0
06.09.2013	9	12	7	5
25.07.2013	11	10	5	5
20.06.2013	4	4	3	1
16.04.2013	4	3	1	2
19.07.2013	8	8	4	4
31.05.2013	4	4	4	0
16.04.2013	6	7	4	3
24.04.2014	6	4	1	3
14.03.2014	3	4	4	0
07.02.2014	7	6	3	3
09.01.2014	1	1	0	1
27.12.2013	8	8	5	3
14.11.2013	6	5	0	5
17.10.2013	10	7	1	6
03.10.2013	8	6	3	3
27.03.2014	8	8	4	4
21.11.2013	6	6	3	3
30.05.2014	6	6	6	0
18.04.2014	3	3	3	0
06.03.2014	5	5	2	3
24.01.2014	3	3	2	1
27.12.2013	8	8	0	8
14.11.2013	19	10	4	6
03.10.2013	8	14	6	8
21.02.2014	2	2	2	0
21.11.2013	9	8	3	5
14.03.2014	16	16	9	7
24.01.2014	8	7	4	3
12.12.2013	16	10	3	7
03.10.2013	6	12	3	9
28.02.2014	5	1	0	1
30.01.2014	5	4	4	0
28.11.2013	8	6	3	3
11.10.2013	14	12	6	6
02.01.2014	7	7	6	1
06.12.2013	8	8	6	2
09.07.2014	8	8	0	0
12.06.2014	9	9	3	6
18.04.2014	8	5	4	1
07.07.2014	8	8	0	0
30.05.2014	5	5	0	5
30.05.2014	16	16	9	7
18.04.2014	12	8	4	4
02.05.2014	10	5	3	2
20.03.2014	7	7	2	5
13.02.2014	10	6	3	3
09.01.2014	6	6	2	4
09.01.2014	6	6	3	3
28.11.2013	4	3	0	3
25.10.2013	3	3	1	2
21.02.2014	10	6	2	4
08.11.2013	6	7	5	2
12.06.2014	5	5	2	3
24.04.2014	8	8	4	4
06.03.2014	5	5	5	0
24.01.2014	4	4	2	2
27.12.2013	8	7	6	1
28.11.2013	6	7	2	5
31.10.2013	9	7	6	1
06.03.2014	5	5	1	4
08.11.2013	8	8	2	6
17.10.2013	8	7	5	2
03.04.2014	14	13	7	6
02.01.2014	8	8	4	4
21.11.2013	15	11	8	3
17.10.2013	4	4	0	0
13.02.2014	6	8	4	4
28.06.2013	4	3	2	1
02.05.2013	6	8	0	8
07.03.2013	7	7	4	3
17.01.2013	8	15	7	8
28.06.2013	8	10	3	7
31.05.2013	16	16	10	6
22.04.2013	8	10	5	5
07.03.2013	12	11	11	0
07.02.2013	5	5	3	2
17.01.2013	6	8	3	5
20.06.2013	5	5	5	0
22.04.2013	8	8	3	5
25.03.2013	8	6	3	3
13.06.2013	7	7	0	7
16.04.2013	9	9	6	3
15.02.2013	8	7	2	5
22.07.2013	6	6	1	5
13.06.2013	5	5	4	1
17.05.2013	6	6	3	3
13.03.2013	8	6	1	5
15.02.2013	8	11	3	8
17.05.2013	10	7	4	1
22.04.2013	10	10	5	5
13.03.2013	5	5	2	3
15.02.2013	6	5	3	2
23.05.2013	6	4	1	3
15.02.2013	6	4	3	1
28.06.2013	6	6	0	0
17.05.2013	8	8	4	4
05.04.2013	13	13	6	7
07.02.2013	5	5	2	3
07.12.2012	6	6	2	4
26.10.2012	6	7	2	5
26.10.2012	7	7	5	2
19.06.2014	8	9	3	6
02.05.2014	4	4	2	2
27.03.2014	5	5	2	3
12.06.2014	10	10	4	6
18.04.2014	11	6	1	5
28.02.2014	7	7	0	7
11.04.2014	6	6	2	4
06.03.2014	6	6	3	3
12.06.2014	11	10	2	8
24.04.2014	4	10	5	5
12.08.2013	2	2	2	0
25.07.2013	10	8	6	2
28.06.2013	6	5	4	1
08.08.2013	5	5	2	3
12.07.2013	6	4	1	3
28.11.2013	4	2	2	0
17.10.2013	8	8	4	4
14.11.2013	7	6	4	2
17.10.2013	6	4	0	4
06.09.2013	6	7	5	2
25.07.2013	6	5	3	2
13.06.2013	5	6	1	5
19.12.2013	5	10	5	5
31.10.2013	4	4	0	0
11.10.2013	8	11	5	6
19.08.2013	8	6	4	2
25.07.2013	11	11	6	5
07.06.2013	5	7	5	2
06.09.2013	6	6	4	2
13.06.2013	6	6	4	2
21.11.2013	8	8	5	3
17.10.2013	3	11	3	8
26.08.2013	8	9	7	2
25.07.2013	8	8	7	1
13.06.2013	6	12	8	4
21.02.2014	8	4	2	2
19.08.2013	5	5	4	1
13.02.2014	9	7	4	3
09.01.2014	5	3	3	0
06.12.2013	6	6	3	3
25.10.2013	12	9	4	5
26.08.2013	7	6	3	3
12.07.2013	12	11	6	5
19.12.2013	9	8	4	4
21.11.2013	4	3	1	2
01.11.2013	5	5	1	4
11.10.2013	3	9	4	5
26.08.2013	5	3	1	2
08.08.2013	5	5	2	3
08.08.2013	5	5	0	5
12.07.2013	5	9	1	8
25.10.2013	5	4	3	1
03.10.2013	5	5	2	3
26.08.2013	6	7	1	6
18.07.2013	13	13	8	5
02.01.2014	8	15	3	12
14.11.2013	16	11	3	8
11.10.2013	9	8	4	4
26.08.2013	5	8	8	0
21.02.2014	4	6	5	1
14.11.2013	5	4	4	0
17.10.2013	7	7	3	4
20.09.2013	8	7	3	4
12.08.2013	5	7	4	3
19.12.2013	4	4	2	2
25.10.2013	9	9	7	2
27.12.2013	9	7	4	3
14.11.2013	7	7	4	3
11.10.2013	11	5	1	4
26.08.2013	8	7	3	4
12.07.2013	7	5	3	2
06.09.2013	9	9	3	6
24.01.2014	4	4	1	3
06.12.2013	12	5	4	1
17.10.2013	8	8	4	4
06.09.2013	6	5	2	3
12.08.2013	6	10	5	5
07.01.2014	5	6	1	5
19.12.2013	8	8	3	5
25.10.2013	6	5	2	3
09.01.2014	10	10	6	4
21.11.2013	8	10	5	5
25.10.2013	6	4	3	1
03.10.2013	8	10	7	3
12.08.2013	8	15	9	6
28.06.2013	7	6	3	3
13.02.2014	6	6	3	3
12.12.2013	3	1	0	1
31.10.2013	5	4	1	3
08.08.2013	8	8	4	4
03.10.2013	3	2	2	0
19.08.2013	6	3	0	3
25.07.2013	5	5	2	3
12.07.2013	5	4	2	2
02.01.2014	8	8	0	0
28.11.2013	10	10	5	5
11.10.2013	4	3	0	3
25.10.2013	6	6	4	2
21.02.2014	10	6	3	3
02.01.2014	17	15	7	8
14.11.2013	10	9	2	7
17.10.2013	11	11	4	7
20.09.2013	7	8	5	3
12.08.2013	3	8	0	8
21.11.2013	8	7	3	4
27.12.2013	7	6	2	4
08.11.2013	10	10	4	6
26.09.2013	4	6	6	0
12.08.2013	8	11	7	4
26.09.2013	10	10	4	6
26.08.2013	4	7	4	3
12.08.2013	5	4	0	4
12.06.2014	8	11	7	4
18.04.2014	5	4	0	4
28.02.2014	6	6	0	6
28.02.2014	8	8	8	0
12.06.2014	10	5	0	5
18.04.2014	3	9	7	2
30.05.2014	7	7	7	0
30.05.2014	7	7	4	3
18.04.2014	10	8	1	7
19.06.2014	5	5	3	2
12.06.2014	4	4	3	1
24.04.2014	8	8	3	5
30.05.2014	15	15	6	9
18.04.2014	8	8	4	4
27.03.2014	14	11	6	5
30.05.2014	7	7	3	4
20.03.2014	6	3	1	2
18.04.2014	8	8	4	4
19.06.2014	8	11	4	7
02.05.2014	7	10	3	7
20.03.2014	6	6	2	4
03.07.2014	6	8	4	4
