bitrh_dates,pups_born,pups_beforeW,weaned_f,weaned_m
02.09.2010,3,3,3,0
02.08.2010,5,5,5,0
15.07.2010,4,4,4,0
25.06.2010,5,5,5,0
28.05.2010,12,12,5,7
01.05.2010,10,10,10,0
10.04.2010,8,8,8,0
29.03.2010,6,6,6,0
02.02.2010,8,8,8,0
22.01.2010,8,8,8,0
02.09.2010,3,3,3,0
02.08.2010,4,4,4,0
15.07.2010,2,2,2,0
25.06.2010,6,6,6,0
14.05.2010,9,9,9,0
10.04.2010,3,3,3,0
28.03.2010,4,4,4,0
22.02.2010,10,10,10,0
22.01.2010,5,5,5,0
15.07.2010,2,2,2,0
28.05.2010,4,4,4,0
14.05.2010,8,8,8,0
16.03.2010,10,10,10,0
05.03.2010,9,9,9,0
22.01.2010,6,6,6,0
15.06.2010,5,5,5,0
05.05.2010,4,4,4,0
01.05.2010,7,7,7,0
05.03.2010,6,6,6,0
05.03.2010,10,10,10,0
01.02.2010,3,3,3,0
15.07.2010,1,1,1,0
19.04.2010,1,1,1,0
01.02.2010,4,4,4,0
02.09.2010,1,1,1,0
02.08.2010,3,3,3,0
15.07.2010,3,3,3,0
25.06.2010,10,10,10,0
28.05.2010,12,12,5,7
14.05.2010,7,7,7,0
19.04.2010,3,3,3,0
12.03.2010,0,7,7,0
02.02.2010,6,6,6,0
05.05.2010,6,6,6,0
01.05.2010,4,4,4,0
10.04.2010,6,6,6,0
05.03.2010,9,9,9,0
02.02.2010,1,1,1,0
22.01.2010,1,1,1,0
05.03.2010,7,7,7,0
21.01.2010,13,13,4,9
04.07.2010,2,2,2,0
05.05.2010,4,4,4,0
10.04.2010,4,4,4,0
26.03.2010,6,6,6,0
22.01.2010,10,10,10,0
04.07.2010,2,2,2,0
04.06.2010,1,1,1,0
14.05.2010,5,5,5,0
01.05.2010,4,4,4,0
02.04.2010,4,4,4,0
12.03.2010,0,8,8,0
22.02.2010,7,7,7,0
22.01.2010,8,8,8,0
02.08.2010,4,4,4,0
04.07.2010,3,3,3,0
14.05.2010,4,4,4,0
01.05.2010,1,1,1,0
10.04.2010,6,6,6,0
05.03.2010,0,3,3,0
22.01.2010,9,9,9,0
02.08.2010,2,2,2,0
25.06.2010,5,5,5,0
29.05.2010,9,9,5,4
01.05.2010,2,2,2,0
26.03.2010,3,3,3,0
05.03.2010,6,6,6,0
02.02.2010,6,6,6,0
22.01.2010,5,5,5,0
02.09.2010,3,3,3,0
25.06.2010,7,7,7,0
05.05.2010,6,6,6,0
01.05.2010,8,8,8,0
02.04.2010,0,10,10,0
22.02.2010,2,2,2,0
22.02.2010,8,8,8,0
22.01.2010,7,7,7,0
21.07.2010,4,4,4,0
01.05.2010,3,3,3,0
10.04.2010,4,4,4,0
12.03.2010,6,6,6,0
22.02.2010,3,3,3,0
01.02.2010,12,12,5,7
26.06.2010,10,10,10,0
05.05.2010,2,2,2,0
01.05.2010,3,3,3,0
10.04.2010,1,1,1,0
27.03.2010,4,4,4,0
22.02.2010,5,5,5,0
01.02.2010,6,6,6,0
27.09.2010,4,4,4,0
02.10.2010,8,8,8,0
04.09.2010,2,2,2,0
04.09.2010,9,9,9,0
02.10.2010,8,8,8,0
04.09.2010,8,8,8,0
02.10.2010,5,5,5,0
04.09.2010,8,8,8,0
26.09.2010,7,7,7,0
04.09.2010,6,6,6,0
26.09.2010,5,5,5,0
04.09.2010,6,6,4,2
17.09.2010,14,14,6,8
04.09.2010,8,8,7,1
26.09.2010,7,7,7,0
27.09.2010,7,7,7,0
04.09.2010,5,5,5,0
26.09.2010,7,4,4,0
04.09.2010,4,4,4,0
02.10.2010,6,6,6,0
04.09.2010,3,3,3,0
02.10.2010,5,5,5,0
04.09.2010,8,8,8,0
26.09.2010,8,8,8,0
04.09.2010,7,7,7,0
02.10.2010,5,5,5,0
04.09.2010,1,1,1,0
26.09.2010,10,10,10,0
04.09.2010,11,11,11,0
04.09.2010,8,8,8,0
26.09.2010,9,9,9,0
04.09.2010,6,6,6,0
02.10.2010,5,5,5,0
04.09.2010,8,8,8,0
05.11.2009,7,7,5,2
20.08.2009,6,6,6,0
09.07.2009,5,5,5,0
24.06.2009,10,10,6,4
16.05.2009,5,5,5,0
05.11.2009,8,8,4,4
27.09.2009,9,9,3,6
20.08.2009,4,4,4,0
25.07.2009,11,11,11,0
23.06.2009,10,18,8,10
16.05.2009,11,11,8,3
26.06.2009,7,7,3,4
29.05.2009,7,7,7,0
15.05.2009,5,5,5,0
17.10.2009,11,11,4,7
27.09.2009,12,12,7,5
21.08.2009,10,10,10,0
09.07.2009,7,7,7,0
22.06.2009,6,6,6,0
16.05.2009,9,9,9,0
05.11.2009,6,6,2,4
27.09.2009,8,8,5,3
16.07.2009,3,3,3,0
27.06.2009,7,7,0,7
29.05.2009,3,3,3,0
15.05.2009,13,13,3,10
17.10.2009,2,2,1,1
10.09.2009,7,7,7,0
